headline,lead_paragraph,date
"In India, Kerry to Meet New Prime Minister and Seek Improved Relations","NEW DELHI — In the first high-level American visit to India since the election of Prime Minister Narendra Modi, Secretary of State John Kerry said Thursday that the Obama administration was seeking a “new relationship” with India.",2014-07-31 19:46:27+00:00
Alibaba Is Investing Huge Sums in an Array of U.S. Tech Companies,"Alibaba Group, the Chinese Internet retailer, is coming to America with its checkbook wide open.",2014-08-01 01:13:58+00:00
Morning Agenda: Markets Fall but Strategists Shrug,"MARKETS FALL BUT STRATEGISTS SHRUG | The stock market ended July with the sharpest decline in the Standard & Poor’s 500-stock index since April, while the Dow Jones industrial index fell more than 300 points, eliminating all of its gains for the year, Jeff Sommer writes in DealBook. The reasons for the losses on Thursday were not entirely clear ‒ a few disappointing earnings reports, Argentina’s default and fears about global conflict may all have been factors. But whatever the causes of the decline, it wasn’t entirely unexpected, and the reaction of several strategists was fairly upbeat.",2014-08-01 11:38:23+00:00
African Leaders Sit Down With American Investors,"WASHINGTON — President Obama convened a giant game of “Let’s Make a Deal” between the United States and Africa on Tuesday, bringing together nearly 50 African leaders with American investors for what he promised would be a long-term partnership that went beyond extracting “minerals from the ground for our growth.”",2014-08-06 04:15:04+00:00
Why Help China’s Military Progress?,"The head of China’s navy, Adm. Wu Shengli, recently asked his American counterpart, Adm. Jonathan Greenert, to allow Chinese officers assigned to its new aircraft carrier to board an American carrier to learn about maintenance and operational procedures. United States policy makers are considering the request. It is a bad idea.",2014-08-06 10:19:04+00:00
A U.S. Journalist’s Arrest Points to a Power Struggle in the Leadership of Iran,"TEHRAN — Jason Rezaian knew he was being watched. A man on a motorcycle had been following him and his wife for weeks, his colleagues said. The tail was so blatant that Mr. Rezaian, The Washington Post’s correspondent in Tehran, had even managed to take a picture of the license plate.",2014-08-07 13:17:30+00:00
"With Natural Gas Byproduct, Iran Sidesteps Sanctions","Iran is finding a way around Western sanctions to export increasing amounts of an ultralight oil to China and other Asian markets, expanding the value of its trade by potentially billions of dollars a year.",2014-08-12 22:43:35+00:00
Adviser to Government in Chinese Investigation of Qualcomm Is Ousted,"HONG KONG — An adviser to a Chinese government antitrust committee has been dismissed, accused of accepting payments from Qualcomm, an American technology company under investigation in China on suspicion of antitrust violations, Chinese state news reports said on Wednesday.",2014-08-13 10:17:38+00:00
"In China’s Shadow, U.S. Courts Old Foe Vietnam","HO CHI MINH CITY, Vietnam — The chairman of the Joint Chiefs of Staff, Gen. Martin E. Dempsey, courted Vietnam over the past several days. He was the first chairman in more than 40 years to visit the old enemy of Washington, now envisioned as a new partner that will acquire American weapons and help offset the power of China.",2014-08-16 16:27:49+00:00
Pentagon Says Chinese Fighter Jet Confronted American Navy Plane,"WASHINGTON — A Chinese fighter jet flew within 30 feet of a Navy surveillance and reconnaissance plane this week in international airspace just off the Chinese coast, the Pentagon said Friday.",2014-08-22 20:15:38+00:00
"Order vs. Disorder, Part 3","THE United States is swamped by refugee children from collapsing Central American countries; efforts to contain the major Ebola outbreak in West Africa are straining governments there; jihadists have carved out a bloodthirsty caliphate inside Iraq and Syria; after having already eaten Crimea, Russia keeps taking more bites out of Ukraine; and the U.N.’s refugee agency just announced that “the number of refugees, asylum-seekers and internally displaced people worldwide has, for the first time in the post-World War II era, exceeded 50 million people.” If it feels as though the world of disorder is expanding against the world of order, it’s not your imagination. There’s an unfortunate logic to it.",2014-08-23 18:30:07+00:00
Solar Company Seeks Stiff U.S. Tariffs to Deter Chinese Spying ,"In the daunting battle against corporate online espionage worldwide, one major solar company wants to deploy a powerful and novel weapon: higher tariffs. ",2014-09-01 16:24:38+00:00
Hong Kong’s Democrats Clamor for Spot on Crowded U.S. Agenda,WASHINGTON — Pro-democracy advocates in Hong Kong are girding for what some predict will be a tense final showdown with the Chinese government over whether Beijing will permit genuine democracy to take root in the former British colony.,2014-09-05 01:43:09+00:00
America’s Debt to the Finns,"Re “Finland’s lesson for Ukraine” (Opinion, Sept. 3): René Nyberg’s article strikes rare notes of clarity at a time of great confusion as to how the West should best respond to Russian aggression in Ukraine. As one of Russia’s eternal neighbors, Finland alone is serene and secure. Why? Because it won Stalin’s respect by its ferocious defense against Soviet invasion in 1940-41, while Latvia, Lithuania and Estonia collapsed and were absorbed into the Soviet bloc.",2014-09-05 11:24:03+00:00
Foreign Powers Buy Influence at Think Tanks,"WASHINGTON — The agreement signed last year by the Norway Ministry of Foreign Affairs was explicit: For $5 million, Norway’s partner in Washington would push top officials at the White House, at the Treasury Department and in Congress to double spending on a United States foreign aid program.",2014-09-07 01:18:25+00:00
U.S. and European Sanctions Take Aim at Putin’s Economic Efforts,"WASHINGTON — The United States and the European Union dealt a blow on Friday to Russian efforts to develop future oil sources in the Arctic and elsewhere, broadening and deepening the range of sanctions imposed on Moscow in retaliation for its intervention in Ukraine despite the potential cost to Western firms like Exxon Mobil and BP.",2014-09-12 10:04:32+00:00
Tea Party Politics in Japan,"TOKYO — On Sept. 3, Prime Minister Shinzo Abe reshuffled his cabinet for the first time since he came to office in late 2012. Determined to show that he is progressive on women’s issues, he appointed five new female ministers, tying the record set by Prime Minister Junichiro Koizumi. The foreign media seem to have been impressed by the gesture. But Japanese outlets were more interested in the gains of another group: Fifteen of the 19 members in the new cabinet belong to Nippon Kaigi, the “Japan Conference,” a nationalistic right-wing group that was all but unknown until recently.",2014-09-12 11:13:16+00:00
